AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
22, Self-emp-inc, HS-grad,9,Not Married, Machine-op-inspct, Own-child,White,Male,24,0,30667
27, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,52,0,37392
45, State-gov, Prof-school,15,Not Married, Prof-specialty, Unmarried,White,Female,43,0,44196
39, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried, Black,Female,38,0,30650
25, Local-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,35,0,34428
63, ?, HS-grad,9,Not Married, ?, Not-in-family,White,Male,15,0,30584
24, Self-emp-inc, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,53224
18, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Female,30,0,30571
19, ?, HS-grad,9,Not Married, ?, Own-child,White,Male,40,0,30656
23, Private, 12th,8,Not Married, Other-service, Unmarried, Black,Male,38,0,30629
20, Private, 5th-6th,3,Not Married, Other-service, Other-relative,White,Male,40,0,30658
17, Self-emp-not-inc, 10th,6,Not Married, Other-service, Own-child,White,Female,24,0,43491
63, Self-emp-inc, Bachelors,13,Married, Farming-fishing, Husband,White,Male,40,1,64663
28, Local-gov, Bachelors,13,Married, Handlers-cleaners, Husband,White,Male,65,1,53211
51, Federal-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,1,117080
29, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,45,0,30629
64, Private, Some-college,10,Married, Adm-clerical, Unmarried,White,Female,12,0,30731
17, Private, 10th,6,Not Married, Other-service, Own-child,White,Male,25,0,30605
45, Local-gov, Some-college,10,Not Married, Adm-clerical, Unmarried, Black,Female,35,0,30626
18, Private, 12th,8,Not Married, Other-service, Own-child, Black,Male,20,0,30653
31, Local-gov, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,40,0,30698
48, Self-emp-not-inc, Bachelors,13,Married, Sales, Own-child,White,Male,50,1,71442
41, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,45,0,30736
65, Private, Prof-school,15,Married, Prof-specialty, Husband,White,Male,60,1,67735
27, Private, Assoc-voc,11,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30619
39, Private, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,40,0,30559
51, Self-emp-not-inc, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,8,1,53335
49, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,45,1,82287
58, ?, HS-grad,9,Not Married, ?, Unmarried,White,Male,40,0,41404
36, Private, Bachelors,13,Married, Sales, Husband,White,Male,45,1,71331
25, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family, Black,Female,40,0,30671
41, Private, Some-college,10,Not Married, Adm-clerical, Unmarried, Black,Female,37,0,30657
31, Private, 9th,5,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,46145
63, Private, 11th,7,Married, Protective-serv, Husband,White,Male,37,1,59136
50, State-gov, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,46039
63, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,40,0,30618
44, Self-emp-not-inc, Masters,14,Not Married, Farming-fishing, Own-child,White,Male,99,0,30664
48, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,65,0,30693
51, Self-emp-not-inc, Some-college,10,Married, Sales, Husband,White,Male,50,0,30617
18, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,15,0,30718
23, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,25,0,30728
31, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30586
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30587
19, ?, Some-college,10,Not Married, ?, Own-child,White,Male,20,0,30726
56, Private, Some-college,10,Married, Farming-fishing, Husband,White,Male,60,1,67240
31, Private, 7th-8th,4,Not Married, Transport-moving, Unmarried,White,Male,20,0,30555
46, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30666
39, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,60380
56, Local-gov, HS-grad,9,Married, Other-service, Husband, Asian-Pac-Islander,Male,40,0,30632
31, Private, HS-grad,9,Not Married, Exec-managerial, Unmarried,White,Female,40,0,30617
42, Self-emp-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,1,53218
53, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,35,1,53400
18, Private, 11th,7,Not Married, Other-service, Own-child,White,Female,15,0,30568
18, ?, 11th,7,Not Married, ?, Own-child, Black,Male,48,0,30708
20, ?, Some-college,10,Not Married, ?, Not-in-family,White,Female,35,0,30590
27, Private, HS-grad,9,Married, Prof-specialty, Husband,White,Male,45,1,73767
31, Private, Bachelors,13,Not Married, Farming-fishing, Not-in-family,White,Male,40,0,40731
52, Federal-gov, Masters,14,Married, Exec-managerial, Husband,White,Male,40,0,30585
46, Private, HS-grad,9,Married, Other-service, Husband,White,Male,40,0,30749
30, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,24,0,39705
26, Private, Bachelors,13,Not Married, Other-service, Not-in-family,White,Female,40,0,30606
48, Local-gov, Masters,14,Married, Prof-specialty, Husband,White,Male,50,1,59987
37, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,117299
29, Private, 9th,5,Married, Craft-repair, Husband,White,Male,40,0,30662
49, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,55,1,114882
24, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30663
74, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,20,0,30748
56, Self-emp-not-inc, 5th-6th,3,Married, Exec-managerial, Husband,White,Male,67,1,53297
39, Federal-gov, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,46724
21, Private, HS-grad,9,Not Married, Transport-moving, Own-child,White,Male,40,0,30724
29, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,45,1,53260
43, Self-emp-not-inc, HS-grad,9,Not Married, Other-service, Unmarried,White,Male,45,0,30738
23, Private, Bachelors,13,Not Married, Protective-serv, Not-in-family,White,Female,40,0,30572
26, Private, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Female,50,0,30556
47, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,60,0,43549
27, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,55,0,30585
45, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,45,1,80987
30, Private, HS-grad,9,Not Married, Protective-serv, Own-child,White,Male,70,0,30555
35, Private, Some-college,10,Married, Adm-clerical, Wife,White,Female,20,1,60357
33, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30603
37, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,67646
21, Private, HS-grad,9,Not Married, Farming-fishing, Own-child,White,Male,20,0,30564
42, Private, HS-grad,9,Married, Sales, Husband,White,Male,40,0,30734
48, Federal-gov, HS-grad,9,Married, Adm-clerical, Husband,White,Male,36,0,30576
46, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Female,48,0,30633
36, Private, 5th-6th,3,Not Married, Machine-op-inspct, Not-in-family,White,Female,40,0,30725
54, Private, HS-grad,9,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30740
25, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,0,30722
26, Local-gov, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,25,0,30631
36, Self-emp-inc, HS-grad,9,Married, Transport-moving, Husband,White,Male,57,0,30714
56, Self-emp-not-inc, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,20,0,37101
37, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,43797
26, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,1,78568
23, Private, Bachelors,13,Not Married, Other-service, Own-child,White,Female,25,0,33833
23, State-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30648
41, State-gov, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,44265
55, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,103502
39, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,82885
67, Local-gov, Assoc-acdm,12,Married, Exec-managerial, Husband,White,Male,35,0,30619
60, Private, HS-grad,9,Married, Sales, Not-in-family,White,Female,50,0,39815
54, Private, HS-grad,9,Married, Sales, Unmarried,White,Female,40,0,30714
38, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,53214
47, Private, Some-college,10,Married, Machine-op-inspct, Husband, Asian-Pac-Islander,Male,40,1,53282
49, State-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,42,1,53349
19, Private, HS-grad,9,Not Married, Sales, Own-child,White,Female,24,0,30716
20, Private, Some-college,10,Not Married, Craft-repair, Unmarried,White,Male,40,0,30575
66, Private, HS-grad,9,Married, Sales, Other-relative,White,Female,35,0,43720
22, ?, Some-college,10,Not Married, ?, Not-in-family, Black,Female,25,0,30131
51, Self-emp-not-inc, Masters,14,Married, Exec-managerial, Husband,White,Male,42,1,53210
19, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,30744
36, Private, Some-college,10,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30593
33, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,60,1,55129
41, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,56,0,30715
90, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,1,122111
78, ?, 7th-8th,4,Married, ?, Husband,White,Male,60,0,30586
36, Private, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,38814
30, Private, Prof-school,15,Not Married, Sales, Own-child,White,Male,55,0,30678
35, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,40774
46, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,45,1,127075
38, Private, HS-grad,9,Not Married, Machine-op-inspct, Other-relative,White,Male,40,0,30630
24, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,0,30688
40, Private, Bachelors,13,Married, Other-service, Wife,White,Female,40,0,30687
49, Private, 7th-8th,4,Married, Machine-op-inspct, Husband,White,Male,40,0,30665
19, Private, HS-grad,9,Not Married, Other-service, Own-child, Black,Male,30,0,30593
77, Private, Some-college,10,Married, Priv-house-serv, Not-in-family,White,Female,20,0,30741
46, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,56,1,91878
41, Private, Some-college,10,Not Married, Craft-repair, Not-in-family, Black,Male,40,0,38978
28, Private, 1st-4th,2,Not Married, Farming-fishing, Unmarried,White,Male,77,0,30695
21, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30627
24, Private, 12th,8,Not Married, Farming-fishing, Own-child, Black,Male,40,0,30717
36, Private, HS-grad,9,Married, Transport-moving, Husband, Black,Male,45,0,30580
23, State-gov, Some-college,10,Not Married, Adm-clerical, Own-child,White,Male,25,0,44270
38, Federal-gov, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30571
29, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30701
38, Private, Some-college,10,Married, Exec-managerial, Other-relative,White,Male,50,1,104032
47, Federal-gov, Bachelors,13,Not Married, Adm-clerical, Unmarried, Black,Male,40,1,105432
39, Local-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30662
40, Local-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,48,0,30746
21, ?, Some-college,10,Not Married, ?, Own-child,White,Male,40,0,30555
32, Private, HS-grad,9,Not Married, Adm-clerical, Own-child, Asian-Pac-Islander,Female,40,0,33497
23, Private, HS-grad,9,Not Married, Exec-managerial, Own-child,White,Male,40,0,38516
44, State-gov, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,30738
37, Private, Some-college,10,Not Married, Other-service, Not-in-family, Black,Male,40,0,31405
70, Private, Bachelors,13,Married, Prof-specialty, Unmarried,White,Female,20,0,36261
51, Private, Masters,14,Married, Protective-serv, Husband,White,Male,40,1,69495
66, Private, 9th,5,Not Married, Other-service, Not-in-family, Black,Female,30,0,30572
57, Self-emp-inc, Some-college,10,Married, Exec-managerial, Husband,White,Male,40,0,30578
36, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,1,62302
48, Self-emp-inc, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,60,1,52642
24, ?, HS-grad,9,Married, ?, Husband,White,Male,40,0,30614
51, Private, Masters,14,Married, Prof-specialty, Wife,White,Female,40,1,101009
43, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,89923
27, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,60,0,43628
32, Private, Bachelors,13,Not Married, Adm-clerical, Own-child,White,Female,40,0,40346
20, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,35,0,30744
33, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30707
19, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30607
32, Local-gov, Some-college,10,Married, Craft-repair, Husband,White,Male,60,1,100018
35, Private, Prof-school,15,Not Married, Prof-specialty, Not-in-family, Asian-Pac-Islander,Male,40,1,72154
26, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,60,0,42171
39, Private, HS-grad,9,Not Married, Sales, Unmarried,White,Female,60,0,30688
24, Private, Bachelors,13,Not Married, Other-service, Own-child, Black,Female,75,0,30741
45, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,40,1,53292
20, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Male,40,0,30569
49, State-gov, Bachelors,13,Married, Prof-specialty, Other-relative,White,Female,45,0,33876
35, State-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30707
30, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30663
23, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,25,0,30717
33, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,0,30681
35, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,0,30610
31, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,50,0,45488
20, Private, 11th,7,Not Married, Craft-repair, Not-in-family, Black,Male,25,0,35064
44, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30639
33, Self-emp-not-inc, HS-grad,9,Married, Other-service, Husband, Black,Male,40,0,30582
50, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,0,30629
25, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30675
28, State-gov, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,30618
60, Federal-gov, Bachelors,13,Married, Adm-clerical, Husband, Black,Male,40,1,53231
38, Federal-gov, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,40,0,30698
38, Private, Some-college,10,Married, Craft-repair, Husband, Black,Male,40,0,30578
57, Federal-gov, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30630
50, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,89875
39, Local-gov, 11th,7,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30676
69, Local-gov, HS-grad,9,Married, Craft-repair, Husband,White,Male,6,0,36806
51, State-gov, Assoc-voc,11,Not Married, Tech-support, Not-in-family,White,Male,39,1,93418
42, Private, HS-grad,9,Married, Handlers-cleaners, Husband, Black,Male,40,0,30469
53, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,51025
37, Private, Bachelors,13,Married, Handlers-cleaners, Husband,White,Male,40,0,30724
37, Private, 10th,6,Married, Craft-repair, Husband,White,Male,40,0,30743
38, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,1,94883
20, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,24,0,36323
38, State-gov, Some-college,10,Not Married, Adm-clerical, Unmarried, Black,Female,38,0,30658
52, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,48,1,53312
48, Self-emp-inc, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,50,1,58999
30, Private, Assoc-voc,11,Married, Machine-op-inspct, Husband,White,Male,40,1,60385
37, Self-emp-not-inc, HS-grad,9,Married, Exec-managerial, Husband,White,Male,65,1,90465
47, Private, HS-grad,9,Married, Sales, Husband,White,Male,45,0,41398
33, Local-gov, Bachelors,13,Not Married, Protective-serv, Unmarried,White,Female,60,0,30682
33, Private, HS-grad,9,Married, Other-service, Not-in-family, Asian-Pac-Islander,Female,35,0,38575
20, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,15,0,30655
41, State-gov, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,30608
32, Private, Some-college,10,Married, Transport-moving, Husband,White,Male,45,1,67040
54, Self-emp-not-inc, HS-grad,9,Married, Exec-managerial, Husband, Asian-Pac-Islander,Male,50,0,30608
36, Federal-gov, Bachelors,13,Married, Exec-managerial, Wife,White,Female,40,0,30648
46, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30623
45, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,69510
